Player,Mins,G,xG,Conv%,SOT,Pass%,A,P,Cross,CK,KP,AD,AD%,FC,FS,OFF,YC,RC,match_id,side,club,GS,GA,XGA,Pass,THRW,LB,LNCH,GK,CC
T. Ream,90,0,0,0,0,92.6,0,50,0,0,0,0,0,0,0,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
D. Diani,90,0,0.17,1,1,96.4,0,27,0,0,0,0,0,2,0,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
T. Smalls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
L. Abada,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
I. Toklomati,89,0,0.25,2,2,69.2,0,9,0,0,1,0,0,1,1,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
W. Zaha,89,1,0.28,1,1,77.8,0,21,0,0,1,0,0,1,7,0,1,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
B. Coulibaly,8,0,0,0,0,100,0,3,0,0,0,0,0,0,0,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
H. Toffolo,63,0,0,0,0,76.5,1,26,1,1,1,0,0,0,1,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
A. Goodwin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
B. Bender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
I. Vassilev,45,0,0.42,3,0,82.8,0,24,1,0,2,0,0,0,0,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
J. Glesnes,90,0,0,0,0,93.1,0,67,0,0,0,0,0,2,0,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
O. Mbaizo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
N. Harriel,78,0,0.06,2,0,79.1,0,34,0,0,2,0,0,3,0,0,1,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
K. Wagner,90,0,0.05,1,0,83.6,0,56,4,10,6,0,0,0,0,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
A. Bedoya,45,0,0.66,3,1,50,0,4,0,0,0,0,0,0,1,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
J. Bueno,12,0,0,0,0,87.5,0,7,0,0,1,0,0,0,1,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
M. Uhre,45,0,0.02,1,0,76.9,0,10,0,0,2,0,0,0,0,1,1,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
C. Donovan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
M. Iloski,55,0,0.06,1,0,68,0,17,0,2,0,0,0,2,0,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
F. Westfield,12,0,0,0,0,66.7,0,4,0,0,0,0,0,0,0,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
A. Rick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
O. Makhanya,90,0,0,0,0,89.5,0,60,0,0,0,0,0,1,1,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
T. Baribo,45,0,0.93,5,3,87.5,0,14,0,0,1,0,0,0,0,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
C. Sullivan,35,0,0.12,2,1,81.8,0,9,0,0,1,0,0,0,0,1,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
D. Jean Jacques,78,0,0.11,2,0,85.2,0,46,0,0,1,0,0,0,0,0,1,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
J. Lukic,90,0,0.07,2,0,90.8,0,59,0,0,2,0,0,3,0,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
B. Damiani,90,0,0.29,3,1,85.2,0,23,0,0,3,0,0,2,1,0,1,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
K. Kahlina,90,0,,0,,67.7,0,1,,,,,,0,0,,0,0,cltvsphi-10-18-2025,home,CLT,6,0,0,23,0,9,0,0,0
A. Blake,90,0,,0,,81,0,0,,,,,,0,0,,0,0,cltvsphi-10-18-2025,home,CLT,3,2,0,17,0,4,0,0,0
