id,date,name,age,height_cm,weight_kg,team,contract_start,contract_end,position,foot,jersey_num,wage_eur,value_eur,,overall_rating,best_overall,best_position,total_attacking,crossing,finishing,heading_accuracy,short_passing,volleys,total_skill,dribbling,curve,fk_accuracy,long_passing,ball_control,total_movement,acceleration,sprint_speed,agility,reactions,balance,total_power,shot_power,jumping,stamina,long_shots,total_mentality,aggression,interceptions,attack_position,vision,penalties,composure,total_defending,defensive_awareness,standing_tackle,sliding_tackle,total_goalkeeping,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
234249,2025-10-23,S. Surridge,26,191,77,CF Montréal,2023.0,2026.0,ST,Right,9.0,9000,5000000,,74,75,ST,331,51,80,72,63,65,301,70,65,46,45,75,320,60,67,63,70,60,368,78,79,65,69,289,64,21,78,58,68,69,71,22,26,23,53,10,8,7,13,15
239782,2025-10-23,B. Acosta,31,175,80,CF Montréal,2025.0,2025.0,SUB,Right,6.0,6000,13000000,,70,70,CM,306,69,59,65,69,44,324,64,49,73,72,66,367,73,69,76,68,81,399,83,79,82,79,356,86,68,67,73,62,68,193,66,65,62,44,9,7,13,8,7
211672,2025-10-23,T. Boyd,30,183,66,CF Montréal,2024.0,2026.0,SUB,Right,11.0,5000,12000000,,68,69,RW,310,61,64,51,66,68,322,69,73,68,44,68,404,85,84,83,66,86,343,76,71,68,66,302,63,47,63,64,65,66,145,48,48,49,50,8,7,14,14,7
261875,2025-10-23,P. Yazbek,23,183,69,CF Montréal,2024.0,2027.0,SUB,Right,8.0,3000,12000000,,66,67,CDM,285,60,56,60,66,43,284,59,54,45,63,63,340,67,69,69,62,73,326,55,70,81,50,309,73,61,60,64,51,61,185,61,63,61,62,9,14,11,14,14
226737,2025-10-23,J. Palacios,31,186,77,CF Montréal,2025.0,2026.0,SUB,Right,4.0,4000,700000,,67,67,CB,205,29,21,69,63,23,187,33,21,24,54,55,268,51,56,48,61,52,273,32,73,67,23,242,64,67,26,51,34,60,201,65,70,66,47,12,12,6,7,10
261874,2025-10-23,J. Bauer,26,188,86,CF Montréal,2022.0,2026.0,SUB,Right,22.0,2000,550000,,63,65,CB,206,42,17,52,61,34,201,45,31,21,54,50,261,58,53,44,59,47,266,41,68,62,16,218,62,61,31,31,33,57,190,62,66,62,56,13,13,9,9,12
231987,2025-10-23,T. Washington,31,178,77,CF Montréal,2019.0,2025.0,SUB,Left,23.0,2000,300000,,62,62,LB,211,60,22,54,55,20,182,40,36,23,31,52,315,70,70,48,62,65,236,32,64,54,24,192,42,61,27,25,37,52,183,62,61,60,59,10,11,12,12,14
261305,2025-10-23,B. Schwake,23,188,79,CF Montréal,2025.0,2026.0,SUB,Right,99.0,1000,625000,,63,63,GK,58,12,9,10,21,6,58,5,11,14,15,13,187,15,28,32,63,49,202,44,55,25,7,98,24,13,8,35,18,38,28,6,10,12,307,66,60,58,60,63
256039,2025-10-23,J. Pérez,22,167,61,CF Montréal,,,,Left,,1000,300000,,56,57,LM,230,55,51,35,50,39,238,60,48,36,42,52,367,75,71,84,48,89,225,54,37,56,47,203,32,20,48,51,52,47,78,26,27,25,54,13,8,12,12,9
197716,2025-10-23,T. Bunbury,35,188,78,CF Montréal,2022.0,2025.0,SUB,Right,12.0,2000,250000,,64,64,ST,299,53,64,61,63,58,303,64,66,58,55,60,308,66,67,68,55,52,343,73,76,55,59,295,69,36,65,58,67,59,115,41,42,32,55,16,6,16,7,10
261031,2025-10-23,A. Qasem,21,178,72,CF Montréal,2025.0,2027.0,SUB,Left,37.0,3000,17000000,,66,68,CAM,294,60,63,51,65,55,293,66,52,46,62,67,348,73,72,69,62,72,304,60,65,57,62,271,52,40,64,66,49,62,119,36,36,47,49,12,9,9,8,11
264366,2025-10-23,J. Gaines,22,178,73,CF Montréal,2024.0,2025.0,SUB,Right,29.0,1000,275000,,56,56,RB,186,47,21,43,48,27,208,51,38,28,41,50,311,71,69,53,50,68,227,24,57,65,20,235,54,55,46,42,38,39,157,51,55,51,41,6,7,11,9,8
247322,2025-10-23,T. Schmitt,28,180,73,CF Montréal,2025.0,2025.0,SUB,Left,3.0,2000,300000,,61,62,ST,283,61,59,54,55,54,268,65,57,43,36,67,327,65,71,66,62,63,334,69,65,68,62,274,56,49,60,55,54,56,166,54,57,55,47,11,10,5,14,7
272887,2025-10-23,X. Valdez,21,198,72,CF Montréal,2024.0,2025.0,RES,Right,13.0,500,210000,,54,54,GK,54,13,5,11,20,5,68,5,13,14,20,16,150,28,25,33,40,24,177,41,49,23,6,82,16,12,8,30,16,21,32,8,13,11,272,58,53,54,52,55
77556,2025-10-23,W. Meyer,24,188,77,CF Montréal,2024.0,2025.0,RES,Right,28.0,900,120000,,53,55,CB,179,28,28,46,47,30,183,36,29,27,40,51,267,53,64,46,50,54,256,43,53,62,33,197,46,51,29,35,36,37,166,54,57,55,47,7,10,11,9,10
70935,2025-10-23,I. Jones,19,175,74,CF Montréal,2024.0,2027.0,RES,Right,47.0,750,130000,,51,55,CAM,227,41,46,56,55,29,237,52,43,38,51,53,330,76,74,66,52,62,242,45,60,51,40,247,56,52,48,50,41,46,148,51,48,49,41,5,6,13,9,8
70079,2025-10-23,A. Sipić,19,185,82,CF Montréal,2024.0,2027.0,RES,Right,77.0,700,100000,,50,52,ST,213,25,52,54,35,47,169,42,29,21,30,47,264,54,62,49,47,52,272,50,59,51,43,203,45,23,46,41,48,53,54,18,20,16,55,12,8,7,14,14
77463,2025-10-23,C. Applewhite,17,188,81,CF Montréal,2025.0,2027.0,RES,Right,33.0,650,425000,,58,60,CB,204,37,29,53,58,27,195,32,38,30,41,54,299,63,64,59,52,61,258,40,63,59,27,222,52,57,31,41,41,44,172,61,58,53,50,12,11,10,9,8
234777,2025-10-23,Z. Steffen,30,191,86,CF Montréal,2024.0,2026.0,GK,Right,1.0,5000,2000000,,73,73,GK,96,14,9,13,52,8,122,15,13,11,52,31,279,54,52,58,66,49,241,53,68,39,12,154,31,19,9,58,37,57,37,13,12,12,362,75,72,71,69,75
237000,2025-10-23,R. Cannon,27,180,74,CF Montréal,2024.0,2027.0,RB,Right,4.0,6000,2000000,,71,71,RB,241,55,30,60,63,33,269,64,55,21,61,68,386,85,87,77,65,72,331,48,86,84,31,292,77,69,59,54,33,57,202,66,67,69,47,6,14,10,6,11
212287,2025-10-23,A. Maxsø,31,191,87,CF Montréal,2023.0,2025.0,RCB,Right,5.0,5000,950000,,69,69,CB,254,41,47,69,66,31,251,41,44,35,65,66,276,49,45,49,66,67,329,52,83,77,31,290,69,67,47,46,61,66,201,69,67,65,55,10,9,10,16,10
268130,2025-10-23,I. Murphy,25,188,74,CF Montréal,2024.0,2026.0,LCB,Left,19.0,3000,13000000,,67,69,CB,226,50,25,64,58,29,222,56,29,33,47,57,308,68,64,59,63,54,267,32,71,72,23,250,66,62,49,39,34,54,210,73,71,66,44,6,7,14,8,9
231985,2025-10-23,K. Rosenberry,31,173,73,CF Montréal,2019.0,2027.0,LB,Right,2.0,6000,12000000,,70,70,RB,273,60,48,65,65,35,297,62,62,48,62,63,358,68,68,77,67,78,336,66,71,86,45,317,74,68,59,57,59,68,205,69,69,67,57,14,15,13,6,9
261453,2025-10-23,O. Larraz,23,178,63,CF Montréal,2021.0,2025.0,RDM,Right,8.0,2000,825000,,62,63,CDM,229,48,44,36,65,36,275,61,46,42,62,64,307,62,53,61,57,74,244,48,48,55,36,263,55,61,48,52,47,55,187,64,63,60,55,9,13,8,13,12
256934,2025-10-23,J. Atencio,23,186,79,CF Montréal,2025.0,2027.0,LDM,Right,12.0,2000,12000000,,64,69,CB,238,38,37,69,60,34,227,52,37,28,55,55,305,63,65,58,63,56,345,65,80,67,50,280,69,66,50,57,38,56,194,64,67,63,51,9,13,10,7,12
261604,2025-10-23,C. Harris,25,183,73,CF Montréal,2023.0,2025.0,RM,Right,14.0,1000,220000,,57,58,ST,259,60,58,51,44,46,245,61,46,42,36,60,307,69,65,68,45,60,281,56,62,56,46,231,44,26,56,53,52,55,97,29,36,32,46,7,13,7,9,10
266852,2025-10-23,T. Ku-DiPietro,23,175,73,CF Montréal,2025.0,2027.0,LM,Right,21.0,2000,16000000,,65,66,CAM,260,50,62,35,60,53,266,70,45,36,47,68,342,72,73,70,60,67,295,62,54,67,54,256,38,44,65,63,46,65,105,40,35,30,38,8,8,10,6,6
245341,2025-10-23,C. Bassett,23,180,67,CF Montréal,2018.0,2027.0,CAM,Right,23.0,5000,32000000,,70,72,CAM,293,55,67,63,72,36,307,68,52,48,67,72,343,71,65,73,64,70,327,60,72,73,59,316,60,54,71,78,53,50,177,60,60,57,57,14,15,11,12,5
276619,2025-10-23,Rafael Navarro,25,183,84,CF Montréal,2023.0,2027.0,ST,Right,9.0,5000,18000000,,68,70,ST,305,41,76,69,62,57,288,69,60,40,50,69,313,72,65,66,55,55,340,65,78,66,60,259,31,41,73,48,66,52,80,41,21,18,50,13,9,7,13,8
261455,2025-10-23,D. Yapi,20,185,79,CF Montréal,2021.0,2025.0,SUB,Right,77.0,1000,650000,,60,62,ST,261,45,57,56,53,50,240,64,51,30,30,65,315,68,78,59,55,55,293,60,68,51,45,215,44,17,57,42,55,42,57,18,20,19,49,7,11,6,14,11
260523,2025-10-23,P. Aaronson,21,175,63,CF Montréal,2025.0,2029.0,SUB,Right,10.0,7000,115000000,,75,77,CAM,314,61,72,47,76,58,342,75,68,51,72,76,399,80,85,79,75,80,336,72,59,82,75,341,69,76,70,74,52,73,208,70,72,66,51,8,9,9,13,12
228408,2025-10-23,C. Ronan,27,170,70,CF Montréal,2023.0,2026.0,SUB,Right,20.0,5000,14000000,,69,71,CAM,295,62,66,38,74,55,356,70,70,73,69,74,360,69,66,76,63,86,325,69,53,81,64,318,58,64,65,71,60,65,195,68,67,60,61,14,11,16,11,9
77602,2025-10-23,S. Bassett,22,183,77,CF Montréal,2025.0,2025.0,SUB,Right,18.0,950,275000,,55,57,CM,232,46,38,48,62,38,252,49,43,39,59,62,293,66,60,54,54,59,266,55,55,61,36,239,54,46,47,48,44,44,156,51,54,51,39,5,10,6,11,7
242769,2025-10-23,S. Vines,26,178,68,CF Montréal,2024.0,2027.0,SUB,Left,3.0,5000,17000000,,69,69,LB,246,60,34,55,63,34,268,60,48,37,61,62,363,74,76,75,65,73,276,32,70,77,30,254,61,65,44,48,36,66,205,66,71,68,47,9,11,11,8,8
274272,2025-10-23,N. Cobb,19,183,75,CF Montréal,,,,Right,,1000,800000,,61,63,CB,188,29,19,58,53,29,192,38,32,31,52,39,302,68,73,45,57,59,261,42,67,58,30,228,63,56,32,38,39,52,197,63,69,65,50,12,6,10,10,12
263967,2025-10-23,N. Hansen,23,189,75,CF Montréal,2025.0,2025.0,SUB,Right,41.0,500,210000,,54,54,GK,71,15,9,13,26,8,81,14,12,11,29,15,158,19,20,36,49,34,143,40,35,17,7,89,21,12,7,35,14,40,36,8,13,15,269,54,56,53,50,56
277794,2025-10-23,A. Manyoma,22,168,70,CF Montréal,,,,Right,,10000,55000000,,72,73,CAM,287,65,65,37,73,47,330,71,59,63,66,71,402,85,83,85,67,82,305,66,62,57,61,309,67,45,70,70,57,71,160,42,62,56,52,14,11,8,12,7
228295,2025-10-23,R. Holding,29,189,75,CF Montréal,2025.0,2026.0,SUB,Right,6.0,7000,2000000,,72,72,CB,250,50,30,73,70,27,253,62,33,30,63,65,253,38,41,51,67,56,262,48,71,40,27,275,70,72,40,55,38,67,219,74,73,72,62,14,11,10,14,13
247240,2025-10-23,Rafael Santos,27,180,73,CF Montréal,2025.0,2025.0,SUB,Left,30.0,2000,625000,,64,64,LB,243,67,48,45,55,28,253,63,48,41,50,51,332,74,71,66,57,64,266,45,62,66,32,270,65,59,55,49,42,50,192,57,67,68,46,6,12,6,10,12
77457,2025-10-23,A. Harris,20,180,77,CF Montréal,2024.0,2027.0,SUB,Right,16.0,900,210000,,53,55,ST,231,30,63,50,44,44,184,41,35,31,29,48,315,74,69,57,51,64,272,46,63,54,50,194,28,17,47,41,61,49,36,14,12,10,53,15,13,6,11,8
279544,2025-10-23,A. Fadal,21,180,72,CF Montréal,2025.0,2026.0,SUB,Right,15.0,1000,550000,,59,61,CM,264,46,38,60,66,54,261,49,47,39,63,63,297,54,62,60,57,64,271,60,53,58,52,265,55,54,49,60,47,47,162,54,54,54,46,8,6,10,10,12
70222,2025-10-23,W. Frederick,21,183,66,CF Montréal,2024.0,2026.0,RES,Right,13.0,800,130000,,51,53,CAM,213,37,53,35,45,43,236,57,41,35,47,56,294,61,68,53,46,66,201,49,33,42,33,204,42,23,44,51,44,51,101,37,33,31,53,9,14,8,13,9
256053,2025-10-23,J. Pulskamp,24,188,86,CF Montréal,2020.0,2025.0,GK,Right,1.0,1000,700000,,64,64,GK,68,13,9,10,27,9,73,8,14,14,22,15,179,27,21,30,60,41,188,44,54,20,8,87,20,11,6,31,19,34,37,12,13,12,315,67,60,59,62,67
226781,2025-10-23,K. Shelton,32,191,84,CF Montréal,2020.0,2025.0,RB,Right,11.0,2000,325000,,63,64,CB,282,54,59,60,64,45,244,61,33,29,57,64,321,72,74,65,57,53,357,64,84,68,53,299,62,54,60,64,59,55,180,60,62,58,58,12,16,9,6,15
77970,2025-10-23,J. Miller,23,188,82,CF Montréal,2025.0,2025.0,RCB,Right,15.0,1000,325000,,59,61,CB,198,34,29,56,58,21,178,32,27,26,51,42,259,59,56,43,53,48,259,41,67,56,24,216,54,56,29,38,39,49,181,59,62,60,47,8,14,9,9,7
232132,2025-10-23,Joaquín,29,190,73,CF Montréal,2024.0,2025.0,LCB,Right,24.0,7000,28000000,,73,74,CB,272,46,44,73,70,39,263,49,46,40,64,64,279,60,66,47,73,33,326,56,82,67,37,309,78,71,48,65,47,68,209,69,71,69,62,9,12,13,14,14
239269,2025-10-23,L. Ndenbe,25,175,73,CF Montréal,2022.0,2025.0,LB,Left,18.0,3000,11000000,,66,66,LB,232,64,22,53,64,29,266,65,40,34,64,63,375,83,76,78,57,81,273,42,72,70,25,270,70,59,54,49,38,59,183,61,61,61,56,12,10,14,15,5
264390,2025-10-23,J. Davis,23,178,68,CF Montréal,2021.0,2027.0,RDM,Right,17.0,3000,15000000,,67,67,RB,249,58,43,41,61,46,251,56,41,36,53,65,361,73,76,73,67,72,293,63,56,64,53,273,60,60,54,52,47,50,209,69,72,68,51,14,11,13,6,7
77490,2025-10-23,J. Bartlett,19,188,73,CF Montréal,2025.0,2027.0,LDM,Right,16.0,900,450000,,58,59,CDM,239,47,40,57,58,37,245,49,44,40,54,58,300,65,67,58,53,57,282,58,62,62,43,265,61,55,50,51,48,50,169,54,59,56,52,8,11,12,7,14
240226,2025-10-23,M. Suleymanov,25,171,66,CF Montréal,2025.0,2026.0,RM,Left,93.0,5000,18000000,,69,70,CAM,309,69,66,43,66,65,317,73,68,52,54,70,372,77,71,82,60,82,312,74,53,67,71,264,51,23,66,64,60,58,97,31,32,34,59,9,14,11,12,13
232148,2025-10-23,D. Sallói,28,185,68,CF Montréal,2016.0,2026.0,LM,Right,10.0,7000,19000000,,71,71,LW,338,72,69,60,69,68,328,71,69,55,63,70,362,76,75,72,72,67,368,76,74,79,73,305,68,27,71,70,69,71,96,38,30,28,40,11,6,6,8,9
223978,2025-10-23,Manu García,27,169,66,CF Montréal,2025.0,2027.0,CAM,Right,21.0,8000,49000000,,74,75,CAM,342,67,66,58,77,74,363,77,76,65,70,75,388,78,76,78,75,81,340,75,69,71,70,294,40,39,70,75,70,65,115,30,45,40,65,15,14,12,12,12
251105,2025-10-23,D. Joveljić,25,181,75,CF Montréal,2025.0,2027.0,ST,Right,9.0,9000,75000000,,75,77,ST,346,54,81,76,66,69,303,68,65,39,60,71,366,76,76,74,71,69,376,75,89,71,63,302,59,28,79,66,70,67,82,22,31,29,40,9,13,6,7,5
242253,2025-10-23,M. Toye,26,191,82,CF Montréal,2025.0,2025.0,SUB,Left,13.0,3000,850000,,65,66,ST,280,41,69,67,51,52,265,61,61,46,35,62,306,64,74,68,54,46,323,70,74,35,70,258,63,19,65,42,69,59,76,35,23,18,50,8,7,13,12,10
221797,2025-10-23,E. Thommy,30,175,71,CF Montréal,2022.0,2025.0,SUB,Right,26.0,8000,29000000,,73,73,CAM,328,73,66,49,75,65,362,73,76,72,69,72,385,76,77,80,73,79,320,73,60,64,71,298,37,61,71,72,57,70,141,28,64,49,56,6,11,16,8,15
226220,2025-10-23,M. Rodríguez,29,173,65,CF Montréal,2024.0,2025.0,SUB,Right,8.0,3000,825000,,66,66,CM,293,67,60,53,68,45,326,66,68,62,63,67,340,64,62,74,62,78,322,72,56,72,71,283,51,65,64,65,38,64,164,56,58,50,53,13,13,9,10,8
221201,2025-10-23,T. Leibold,31,174,72,CF Montréal,2023.0,2025.0,SUB,Left,14.0,6000,12000000,,70,70,LB,306,73,54,54,68,57,341,70,73,62,67,69,376,79,69,80,66,82,329,66,70,76,54,329,73,66,65,66,59,67,200,66,66,68,59,15,10,14,13,7
233656,2025-10-23,A. Brody,30,178,61,CF Montréal,2025.0,2025.0,SUB,Right,3.0,4000,1000000,,68,68,RB,248,66,33,54,62,33,268,64,58,25,58,63,341,72,73,69,61,66,309,47,68,85,41,278,55,63,66,46,48,58,191,65,63,63,56,15,7,13,11,10
247125,2025-10-23,Z. Bassong,26,178,79,CF Montréal,2024.0,2025.0,SUB,Left,22.0,2000,575000,,63,63,LB,231,57,28,57,58,31,278,64,55,43,54,62,342,78,71,70,52,71,282,43,73,62,40,258,59,60,46,49,44,50,178,57,61,60,51,10,8,12,12,9
70850,2025-10-23,R. Schewe,23,193,85,CF Montréal,2023.0,2025.0,SUB,Right,36.0,500,100000,,52,52,GK,60,13,9,10,23,5,69,11,11,13,24,10,140,22,33,21,43,21,194,43,51,26,8,94,28,11,5,32,18,30,32,7,13,12,264,54,50,57,48,55
225028,2025-10-23,N. Radoja,32,186,77,CF Montréal,2023.0,2025.0,SUB,Right,6.0,7000,2000000,,73,73,CDM,306,57,59,51,78,61,330,70,62,49,74,75,276,52,34,59,69,62,335,63,65,66,65,331,70,71,63,69,58,73,205,69,70,66,52,11,13,12,9,7
256499,2025-10-23,R. Voloder,24,185,75,CF Montréal,2022.0,2025.0,SUB,Left,4.0,1000,450000,,61,63,CB,189,30,23,56,53,27,201,48,29,25,49,50,300,63,69,56,54,58,254,40,66,59,20,204,50,61,20,33,40,51,190,62,64,64,59,12,10,8,14,15
275252,2025-10-23,S. Afrifa,24,178,68,CF Montréal,2023.0,2025.0,SUB,Right,30.0,1000,350000,,59,62,ST,260,48,62,49,47,54,242,63,49,32,36,62,334,73,72,66,55,68,287,63,60,57,51,217,30,11,62,50,64,56,43,17,16,10,39,9,9,8,5,8
259406,2025-10-23,S. Muñóz,22,179,67,CF Montréal,2025.0,2025.0,SUB,Right,7.0,2000,975000,,63,66,ST,292,58,63,59,63,49,264,66,42,38,52,66,354,71,71,77,60,75,316,59,70,60,62,260,40,21,66,63,70,62,62,21,21,20,37,5,7,12,8,5
77488,2025-10-23,I. James,17,188,78,CF Montréal,2024.0,2027.0,SUB,Right,2.0,500,100000,,50,52,CB,153,25,18,46,45,19,144,23,22,17,34,48,240,51,52,49,43,45,210,33,48,50,20,166,44,48,24,30,20,33,154,53,51,50,49,8,14,10,9,8
257482,2025-10-23,A. Montes,24,193,84,CF Montréal,2024.0,2029.0,RES,Right,23.0,1000,325000,,60,62,CB,214,40,30,62,57,25,230,47,38,34,58,53,269,55,53,58,52,51,268,44,66,65,25,232,55,60,35,38,44,51,178,60,60,58,47,11,9,14,6,7
247506,2025-10-23,M. Freese,26,191,88,CF Montréal,2023.0,2026.0,GK,Right,49.0,3000,15000000,,69,69,GK,60,11,6,10,27,6,65,7,13,10,19,16,201,27,31,32,61,50,185,51,52,18,9,88,22,11,4,41,10,26,32,7,11,14,346,70,68,68,69,71
272943,2025-10-23,M. Ilenič,20,180,71,CF Montréal,2023.0,2026.0,RB,Right,35.0,2000,12000000,,64,65,RWB,239,63,41,43,61,31,268,68,52,30,54,64,367,78,81,71,65,72,256,39,59,64,35,252,51,55,51,50,45,48,176,54,62,60,58,9,15,12,15,7
233790,2025-10-23,Thiago,30,184,75,CF Montréal,2022.0,2025.0,RCB,Right,13.0,6000,15000000,,71,71,CB,249,40,36,75,72,26,269,54,37,43,67,68,303,64,77,44,65,53,325,65,81,73,30,270,68,69,32,46,55,60,210,70,71,69,52,11,14,7,14,6
247038,2025-10-23,J. Haak,23,184,75,CF Montréal,2019.0,2025.0,LCB,Right,80.0,2000,650000,,63,65,CDM,236,45,38,54,68,31,273,64,54,32,60,63,280,52,48,57,62,61,253,46,57,49,40,274,61,65,52,54,42,53,198,68,67,63,52,13,12,9,7,11
268009,2025-10-23,K. O'Toole,26,178,75,CF Montréal,2022.0,2025.0,LB,Left,22.0,2000,700000,,64,65,LB,268,57,58,40,63,50,259,69,39,32,58,61,337,71,74,66,61,65,287,57,58,70,37,259,44,59,59,49,48,54,189,63,64,62,49,10,8,8,14,9
274998,2025-10-23,J. Shore,18,173,62,CF Montréal,2023.0,2026.0,RDM,Right,32.0,900,325000,,56,58,CAM,246,51,51,48,59,37,261,58,49,41,54,59,295,55,61,59,54,66,243,53,39,58,50,251,54,51,49,54,43,48,159,53,56,50,42,5,8,10,9,10
241783,2025-10-23,K. Parks,27,191,81,CF Montréal,2020.0,2026.0,LDM,Right,55.0,7000,24000000,,72,72,CDM,307,60,63,67,76,41,312,69,47,52,71,73,235,35,33,58,69,40,342,68,66,72,59,329,73,66,69,67,54,74,204,67,70,67,45,7,8,11,7,12
236935,2025-10-23,H. Wolf,26,179,71,CF Montréal,2024.0,2027.0,RM,Left,17.0,6000,22000000,,71,72,CAM,320,63,68,57,69,63,347,74,73,63,64,73,372,80,74,77,67,74,344,69,73,68,68,313,70,38,70,70,65,66,107,25,42,40,50,13,10,13,6,8
268330,2025-10-23,A. Ojeda,21,171,62,CF Montréal,2024.0,2028.0,LM,Right,26.0,4000,36000000,,70,71,RM,275,62,54,43,65,51,315,75,56,51,62,71,411,92,85,86,62,86,269,61,55,55,56,267,51,35,68,65,48,65,127,38,46,43,48,12,6,11,12,7
183895,2025-10-23,M. Moralez,38,159,54,CF Montréal,2023.0,2025.0,CAM,Right,10.0,6000,750000,,72,72,CAM,339,72,68,56,74,69,366,75,76,69,70,76,350,67,53,75,73,82,275,67,43,64,68,314,65,44,73,72,60,75,159,48,59,52,48,6,5,14,14,9
268715,2025-10-23,A. Martínez,26,173,72,CF Montréal,2023.0,2025.0,ST,Right,16.0,6000,21000000,,70,72,ST,311,64,78,40,64,65,288,70,44,40,60,74,386,81,80,78,70,77,343,78,72,65,64,253,31,18,76,63,65,68,82,29,29,24,57,13,12,15,11,6
70444,2025-10-23,M. Jones,21,178,68,CF Montréal,2024.0,2025.0,SUB,Left,88.0,1000,375000,,57,58,LM,245,51,57,40,50,47,253,63,43,39,48,60,335,76,77,71,41,70,251,60,52,39,49,199,32,26,48,47,46,51,75,22,27,26,40,8,9,7,8,8
257866,2025-10-23,N. Fernández,25,168,71,CF Montréal,2025.0,2029.0,SUB,Left,7.0,9000,75000000,,75,76,CAM,334,70,69,58,73,64,351,75,68,67,65,76,396,84,84,86,70,72,362,73,74,80,72,330,64,60,74,72,60,73,186,55,65,66,58,15,10,14,7,12
230888,2025-10-23,A. O'Neill,26,178,70,CF Montréal,2025.0,2028.0,SUB,Right,21.0,5000,15000000,,70,70,CDM,300,54,59,58,71,58,315,66,60,53,69,67,378,74,78,78,68,80,365,67,77,79,65,318,75,66,59,65,53,69,200,64,69,67,53,10,15,7,12,9
246047,2025-10-23,A. Perea,24,183,72,CF Montréal,2024.0,2025.0,SUB,Right,8.0,2000,1000000,,65,67,CB,280,52,52,68,67,41,281,63,43,44,69,62,348,76,69,73,63,67,308,51,77,72,42,291,64,59,55,53,60,62,193,62,65,66,61,10,12,14,11,14
254492,2025-10-23,T. Gray,22,180,74,CF Montréal,2019.0,2025.0,SUB,Right,24.0,3000,13000000,,66,67,RWB,221,64,25,43,65,24,256,64,52,25,55,60,356,79,77,76,60,64,258,34,62,69,30,271,59,62,58,56,36,62,191,65,66,60,47,5,12,6,14,10
77879,2025-10-23,N. Cavallo,23,185,78,CF Montréal,2024.0,2025.0,SUB,Left,2.0,1000,240000,,57,57,LB,220,52,37,46,54,31,237,49,47,38,50,53,309,68,70,59,54,58,268,46,60,59,36,228,53,48,46,41,40,44,167,55,57,55,30,5,8,6,6,5
247448,2025-10-23,G. Ranjitsingh,31,188,91,CF Montréal,2025.0,2025.0,SUB,Right,18.0,900,130000,,60,60,GK,66,12,8,10,28,8,84,13,13,11,28,19,158,24,17,39,54,24,186,38,54,18,7,77,23,11,7,24,12,29,32,9,13,10,289,58,51,50,60,70
267866,2025-10-23,J. Fernández,21,183,73,CF Montréal,2023.0,2027.0,SUB,Left,11.0,4000,25000000,,68,69,CAM,285,62,62,38,64,59,313,74,56,49,63,71,379,75,78,79,62,85,294,72,53,55,61,253,47,32,63,62,49,55,121,35,41,45,43,6,9,7,10,11
72905,2025-10-23,Raul Gustavo,26,189,78,CF Montréal,2025.0,2027.0,SUB,Left,34.0,6000,22000000,,71,73,CB,241,31,44,69,69,28,242,56,35,25,66,60,323,67,66,60,70,60,296,46,78,60,34,255,62,69,48,43,33,65,217,73,74,70,48,10,10,5,13,10
260918,2025-10-23,T. Romero,24,185,79,CF Montréal,2024.0,2025.0,SUB,Right,30.0,650,425000,,60,60,GK,66,10,7,13,29,7,83,5,12,13,34,19,196,28,28,38,53,49,180,45,51,23,6,93,17,13,7,39,17,26,28,5,12,11,301,63,59,60,59,60
246354,2025-10-23,S. Tanasijević,28,183,72,CF Montréal,2024.0,2025.0,SUB,Right,19.0,1000,210000,,58,60,CB,202,51,15,55,49,32,205,49,41,28,40,47,246,51,36,54,51,54,272,55,60,57,36,209,68,58,18,27,38,54,181,56,63,62,51,11,5,12,12,11
69982,2025-10-23,A. Rando,25,193,81,CF Montréal,2024.0,2025.0,SUB,Right,44.0,600,90000,,52,52,GK,58,14,5,10,23,6,78,7,14,10,28,19,142,31,22,23,42,24,169,38,49,16,8,97,28,12,7,33,17,31,27,6,11,10,262,53,49,51,55,54
274974,2025-10-23,M. Carrizo,17,168,62,CF Montréal,2025.0,2027.0,RES,Right,29.0,600,300000,,55,57,CAM,203,44,48,24,55,32,245,56,47,42,46,54,382,82,75,87,49,89,204,48,38,51,37,205,40,17,50,58,40,35,70,20,31,19,45,5,15,11,7,7
279712,2025-10-23,Z. Yáñez,17,180,68,CF Montréal,2024.0,2028.0,RES,Right,36.0,650,130000,,51,53,ST,221,34,56,47,42,42,220,44,43,48,32,53,287,63,51,59,51,63,228,51,39,51,47,230,64,18,52,41,55,50,63,17,24,22,36,10,8,5,7,6
277302,2025-10-23,D. Baiera,18,175,63,CF Montréal,2023.0,2027.0,RES,Right,38.0,650,130000,,51,51,RB,164,41,28,44,30,21,171,52,33,26,23,37,314,69,55,59,52,79,189,28,36,62,25,219,53,50,44,38,34,32,146,43,51,52,53,8,11,13,12,9
79886,2025-10-23,S. Reid,17,165,75,CF Montréal,2025.0,2028.0,RES,Right,99.0,650,130000,,51,53,ST,209,33,58,40,44,34,207,48,37,37,31,54,285,60,60,59,45,61,252,57,42,55,48,196,34,22,50,43,47,44,65,22,19,24,49,7,9,12,11,10
190780,2025-10-23,S. Johnson,36,190,98,CF Montréal,2023.0,2025.0,GK,Right,1.0,2000,130000,,68,68,GK,99,13,12,14,43,17,117,19,13,19,46,20,229,34,37,40,66,52,242,52,63,35,20,112,30,18,13,35,16,50,46,16,15,15,339,67,65,69,67,71
